code;ENGLISH.;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;x
switch_to_russian_intelligentsia_desc;The Crimean War awakened the new Russian emperor Alexander II to the need to overcome Russia’s backwardness in order to compete successfully with the other European powers. At the same time, the Russian educated elite was living a cultural, political and technological flourishing. This elite was divided into Slavophiles and Westernizers, according to their views on the path Russia should take in the future, and the social class they represented was called intelligentsia.;;;;;;;;;;;;;x
switch_to_russian_intelligentsia_setup;Russian Intelligentsia;;;;;;;;;;;;;x
switch_to_russian_intelligentsia_short;Russian Intelligentsia;;;;;;;;;;;;;x
switch_to_russian_intelligentsia_title;Russian Intelligentsia;;;;;;;;;;;;;x
switch_to_traditional_academic_desc;Many within our academic circles feel that the present direction of our academia is misguided and that we should adopt a more traditional academic profile.;;;;;;;;;;;;;x
switch_to_traditional_academic_title;Renovate the Academia;;;;;;;;;;;;;x
synchronized_heavy_support;Synchronized Heavy Support;Synchronisation de l'appui lourd;Synchronisierte schwere Feuerunterstützung;;;;;;;;;;;x
synchronized_heavy_support_desc;At this point artillery and divisional pieces trained to move the barrage for more flexible battlefield movement of the infantry,’ but also to optimize the fire and create ‘killing zones’.;"L'artillerie et les pièces divisionnaires se sont entraînées à effectuer des barrages roulants pour permettre des mouvements d'infanterie plus souples sur le champ de bataille et à optimiser les tirs afin de créer des ""zones létales"".";"Zu diesem Zeitpunkt übten Artillerie- und Divisionsgeschütze die Beschussverlagerung zur Steigerung der Gefechtsflexibilität der Infanterie"", aber auch zur Feuerkraftsteigerung und zur Erzeugung von 'Killing Zones'.";;;;;;;;;;;x
synthetic_cement;Synthetic Cement;;;;;;;;;;;;;x
synthetic_cement_desc;‘Natural’ cement, namely cement that does not use chemical processes to make the result more durable, began to fall out of use with the production of modern concrete. A variety of synthetic brands has developed and has resulted in a burgeoning construction industry.;;;;;;;;;;;;;x
synthetic_dye;Synthetic Dye;Colorants synthétiques;Künstliche Farbstoffe;;;;;;;;;;;x
synthetic_dye_desc;This incorporated a chemical process that created different types of dye in a synthetic way. It revolutionized the colouring of fabric and terminated the production of agricultural dye which became too expensive to produce.;Un procédé chimique permit de créer différents types de colorants synthétiques. Cela révolutionna la coloration des tissus et mit fin à la production agricole de colorants naturels devenue trop coûteuse.;Die Herstellung künstlicher Farbstoffe stützte sich auf ein chemisches Verfahren, das auf synthetische Weise verschiedene Farbstofftypen erzeugte. Dies revolutionierte die Einfärbung von Stoffen und beendete die Produktion agrarischer Farbstoffe, die zu teuer geworden war.;;;;;;;;;;;x
synthetic_oil;Synthetic Oil;;;;;;;;;;;;;x
synthetic_oil_desc;Petroleum, in one form or another, has been used since ancient times, and is now important across society, including in economy, politics and technology. The rise in importance was due to the invention of the internal combustion engine, the rise in commercial aviation, and the importance of petroleum to industrial organic chemistry, particularly the synthesis of plastics, fertilizers, solvents, adhesives and pesticides.;;;;;;;;;;;;;x
synthetic_polymers;Synthetic Polymers;Polymères synthétiques;Synthetische Polymere;;;;;;;;;;;x
synthetic_polymers_desc;Synthetic Polymers;Polymères synthétiques;Synthetische Polymere;;;;;;;;;;;x
synthetic_rubber;Synthetic Rubber;;;;;;;;;;;;;x
synthetic_rubber_desc;The process of chemically producing rubber, something which has grown in importance due to its involvement in so many industrial processes, will permit us to reduce our reliance on natural sources.;;;;;;;;;;;;;x
synthetic_tropical_factory;Synthetic Tropical Wood Factory;;;;;;;;;;;;;x
synthetic_tropical_factory_desc;Using oil, the synthetic tropical factory produces tropical wood. Vital for nations that do not have ready access to tropical wood.;;;;;;;;;;;;;x
systems_theory;Systems Theory;;;;;;;;;;;;;x
systems_theory_desc;"Systems theory is the interdisciplinary study of systems in general, with the goal of elucidating principles that can be applied to all types of systems at all nesting levels in all fields of research. The term does not yet have a well-established, precise meaning, but systems theory can reasonably be considered a specialization of systems thinking; alternatively, as a goal output of systems science and systems engineering, with an emphasis on generality useful across a broad range of systems.";;;;;;;;;;;;;x
t_air_superiority;Air Superiority;Supériorité arienne;Luftüberlegenheit;;;;;;;;;;;x
t_air_superiority_desc;With the advent of aircraft, it was not long until the question arose of how they could be used in wartime. At first their primary use was for reconnaissance, but soon thereafter aircraft began to be used to bomb military targets, and to shoot down other aircraft. New ideas and concept had to thus be evolved in order to best utilize this new military weapon.;;Nicht lange nach der Erfindung des Flugzeugs kam die Frage auf, wie sie zu Kriegszeiten eingesetzt werden könnten. Anfänglich wurden sie militärisch vor allem für Aufklärungszwecke eingesetzt, doch schon bald bombardierten Flugzeuge militärische Ziele oder schossen andere Flugzeuge ab. Zum besten Einsatz dieser neuen Waffe mussten also neue Ideen und Konzepte entwickelt werden.;;;;;;;;;;;x
tactical_drills;Tactical Drilled;;;;;;;;;;;;;x
tank_experiments;Tank Experiments;;;;;;;;;;;;;x
tank_exploits;Tank Exploits;Exploitation des chars d'assaut;Panzereffizienz;;;;;;;;;;;x
tank_exploits_desc;At this point tanks are more reliable and used in smaller units to break holes in the line where stormtroopers and regular infantry could pour in and fight the enemy.;Les chars sont devenus plus fiables et on les utilise en petites unités pour créer des brèches dans lesquelles les troupes d'assaut et l'infanterie régulière pouvaient s'engouffrer et combattre l'ennemi.;Zu diesem Zeitpunkt sind Panzer zuverlässiger und werden in kleineren Einheiten dazu eingesetzt, Lücken in die gegnerische Front zu reißen, durch die Sturmtruppen und Infanterie dann eindringen und den Feind bekämpfen können.;;;;;;;;;;;x
tankette;Tankette;Chenillette;Tankette;;;;;;;;;;;x
tankette_desc;Experience in the Great War showed the value and usefulness of tanks. However, those that saw action tended to be a bit unwieldy in rough terrain, and not very mobile. Tankettes were the first in a long line of developments in tank technology, that allowed for greater speeds and better manoeuvrability.;;Die ersten Panzereinsätze im ersten Weltkrieg hatten die Nützlichkeit von Panzern gezeigt. Die Panzer des ersten Weltkriegs waren in grobem Gelände aber noch recht schwerfällig und nicht besonders mobil. Tanketten waren der Beginn einer langen Entwicklungsreihe der Panzertechnologie, die höhere Geschwindigkeiten und bessere Manövrierbarkeit ermöglichte.;;;;;;;;;;;x
target_hit_profile_analysis;Target Hit Profile Analysis;Analyse de profil de cible;Beschussanalyse;;;;;;;;;;;x
target_hit_profile_analysis_desc;This was an analysis of the attributes of the enemy target to see where to hit and with what type of ammunition to get the best effect.;Il s'agissait des analyses des caractéristiques des unités ennemies, permettant de savoir où tirer et avec quel type de munitions pour obtenir un effet maximal.;Diese Analyse studierte die Eigenschaften von Feindzielen, um die optimalen Trefferbereiche und den bestgeeignetsten Munitionstyp zu ermitteln.;;;;;;;;;;;x
tech_infrastructure;Infrastructure;Infrastructures ferroviaires;Infrastruktur;;;;;;;;;;;x
tech_infrastructure_desc;This area involves the development of railroad from early 19th century horse-and-wagon to the integral rail systems of the early 1920s.;Ce domaine concerne le développement du chemin de fer, des voitures tractées par des chevaux du début du XIXe siècle au réseau ferroviaire intégré du XXe siècle.;Dieser Bereich bezieht sich auf die Entwicklung der Eisenbahn von den Pferdebahnen des frühen neunzehnten Jahrhunderts bis zu den Schienennetzen des frühen zwanzigsten Jahrhunderts.;;;;;;;;;;;x
tech_organization;Organization;Organisation;Organisation;;;;;;;;;;;x
tech_organization_desc;This area concerns the internal development of the firms. Internal production procedures and business styles changed over time and cooperated with the changes in economic science.;Ce domaine concerne le développement interne des entreprises. Les procédures de production et les modes de vente ont changé au fil du temps en accompagnant l'évolution des sciences économiques.;Dieser Bereich konzentriert sich auf die interne Entwicklung von Firmen. Die internen Produktionsverfahren und Geschäftsmodelle veränderten sich im Laufe der Zeit und wirkten mit der Evolution der Wirtschaftswissenschaften zusammen.;;;;;;;;;;;x
tech_power;Power;Énergie;Antriebskraft;;;;;;;;;;;x
tech_power_desc;This area involves the development of power and engines. Note that each application within this area is the prerequisite for each other application at the same level within the technology branch of Industry.;Ce domaine concerne le développement de l'énergie et des moteurs. Notez que chaque amélioration dans ce domaine permet une amélioration de même niveau dans le domaine des technologies industrielles.;Dieser Bereich bezieht sich auf die Entwicklung von Antriebskraft und Motoren. Beachten Sie, dass jede Anwendung in diesem Bereich eine Voraussetzung für jede andere Anwendung derselben Stufe im Technologiezweig der Industrie ist.;;;;;;;;;;;x
technocracy;Technocracy;;;;;;;;;;;;;x
technocracy_desc;Technocracy is a form of government in which experts in technology would be in control of all decision making. Scientists, engineers, and technologists who have knowledge, expertise, or skills, would compose the governing body, instead of politicians, businessmen, and economists. In a technocracy, decision makers would be selected based upon how knowledgeable and skilful they are in their field. The term technocracy was originally used to designate the application of the scientific method to solving social problems, in counter distinction to the traditional economic, political, or philosophic approaches.;;;;;;;;;;;;;x
telegraph;Telegraph;;;;;;;;;;;;;x
telegraph_coordination;Telegraph Coordination;Coordination télégraphique;Telegrafische Koordination;;;;;;;;;;;x
telegraph_coordination_desc;By coordinating units by communicating and sending orders by telegraph the operational speed of units and decision-making increased vastly.;En utilisant le télégraphe pour communiquer et transmettre les ordres nécessaires pour assurer la coordination des unités, leur rapidité opérationnelle de même que la prise de décisions a été grandement améliorée.;Durch die Koordination von Einheiten mittels telegrafischer Befehlsübermittlung beschleunigte sich deren Operationsgeschwindigkeit und Entscheidungsfindung beträchtlich.;;;;;;;;;;;x
